candidate_name,source,locator,region,entity_type_candidate,duplicate_check,decision,decision_reason,reviewed_by
浅立の蛇,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/07.html,公開翻刻 第一部 第7話「浅立の蛇」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
コロリの幽霊,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/11.html,公開翻刻 第二部 第1話「コロリの幽霊」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
稲場の土ぐも,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/12.html,公開翻刻 第二部 第2話「稲場の土ぐも」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
けらっぽ峠のきつね,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/13.html,公開翻刻 第二部 第3話「けらっぽ峠のきつね」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
魚女房,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/15.html,公開翻刻 第二部 第5話「魚女房」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
高安のむじな,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/17.html,公開翻刻 第二部 第7話「高安のむじな」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
カセドリの狐,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/26.html,公開翻刻 第二部 第16話「カセドリの狐」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
伊藤家の大蛇,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/29.html,公開翻刻 第二部 第19話「伊藤家の大蛇」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
五十騎町の猫明神,https://www.t-bunkyo.ac.jp/library/minwa/archives/kappa/text/33.html,公開翻刻 第二部 第23話「五十騎町の猫明神」本文,山形県,named_supernatural_entity,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
色部野のみこし入道,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/45.html,公開翻刻 第二部 妖怪・動物 第45話「色部野のみこし入道」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
露藤出来沼の蛇,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/56.html,公開翻刻 第二部 妖怪・動物 第56話「露藤出来沼の蛇」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
露藤のおさん狐,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/67.html,公開翻刻 第二部 妖怪・動物 第67話「露藤のおさん狐」本文,山形県,named_supernatural_entity,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
長右ヱ門の化猫,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/69.html,公開翻刻 第二部 妖怪・動物 第69話「長右ヱ門の化猫」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
女の怨霊（露藤）,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/72.html,公開翻刻 第二部 妖怪・動物 第72話「女の怨霊（露藤）」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
入生田のトカ,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/74.html,公開翻刻 第二部 妖怪・動物 第74話「入生田のトカ」本文,山形県,named_supernatural_entity,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
水江河童の怪物,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/78.html,公開翻刻 第二部 妖怪・動物 第78話「水江河童の怪物」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
藤の木の精,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/79.html,公開翻刻 第二部 妖怪・動物 第79話「藤の木の精」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
どぶすまのどっさり,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/81.html,公開翻刻 第二部 妖怪・動物 第81話「どぶすまのどっさり」本文,山形県,supernatural_phenomenon,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
三枚床細すね入道,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/84.html,公開翻刻 第二部 妖怪・動物 第84話「三枚床細すね入道」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
およね狐,https://www.t-bunkyo.ac.jp/library/minwa/archives/tsuyufujinodensetsu/text/87.html,公開翻刻 第二部 妖怪・動物 第87話「およね狐」本文,山形県,folklore_being,既存ID・名称・URLに一致なし。異地域同名例と自動統合せず,admit,本文で対象・行動と位置を確認。原刊年代・起源は未主張。,Codex
